State Category,Subcategory,Group Category,Statutory Title,Statute Number,Authority Type,Alternate Citations,Record Type,Offense Description,Consequence Category,Lifecycle Stage,Offense Classification,DOC Seriousness Level,Internal Screening Tier,Violent Offense,Act 659 / State Equiv,Max Jail/Prison Time,Max Financial Fine,PAA Release Tier,Release Code,Release Parole Tier,Jail Only,Prison Eligible,Probation Eligible,SIS/Suspended Sentence,Parole Eligible,Mandatory Minimum,Earned Time Credits,Good Time Eligible,Electronic Monitoring,Work Release Eligible,Sealing Eligible,Sealing Waiting Period,Expungement Eligible,Pardon Eligible,Firearm Rights Restor.,Voting Rights Restored,Juvenile Sealing Avail,License Impact,BTB Status,Consequence Severity,Collateral Raw Summary,Collateral Firearms,Collateral Immigration,Collateral Voting,Collateral Housing,Collateral Registry,Collateral Employment,Source Citation,Research Status,Statute Version,Last Verified Date,Last Updated By,Corrections Key,State Category.1
Homicide,Manslaughter — Involuntary,Group 1: Core Penal / Severe Violent Crimes,Tennessee Code Annotated (T.C.A.),§ 39-13-215,State Code,Tenn. Code Ann. § 39-13-215; Tenn. Code Ann. Section 39-13-215; Tenn.Code Ann.39-13-215; Tenn Code Ann 39-13-215; T.C.A. § 39-13-215; T.C.A. 39-13-215; TCA § 39-13-215; TCA 39-13-215; tca 39-13-215; State Code 39-13-215; Muni Code 39-13-215; City Ord. 39-13-215; 39-13-215; 3913215; 39-13-0215; 39130215; 039-013-0215; 39 13 215; 39/13/215; 39_13_215,Criminal Conviction,Reckless Homicide; the reckless killing of another person. (Tennessee's functional framework for traditional involuntary manslaughter).,Criminal / Public Safety,Post-Conviction / Custodial Sentencing,Class D Felony,Level 6,Tier 3 (Moderate-High Severity),"Yes (Defined as a violent offense for tracking, though intent is reckless)",No (Subject to standard non-premeditated felony calculations),12 Years (Range I baseline is 2 to 4 years),"$5,000",Standard Felony Release Group,GRID-D,Standard eligibility begins after 30% of time served for Range I offenders.,No,Yes,Yes / Court Discretion,Yes / Court Discretion,Yes,,Yes,Yes,Conditional Option,Conditional,No (All criminal homicides are categorically excluded from expungement/sealing under TN law),N/A (Permanently barred),No,Yes (Governor),No (Federal Bar Remains under 18 U.S.C. § 922(g)(1) for any felony over 1 year),Permanent Loss,Yes (Subject to juvenile court conditions if handled as a minor),Severe; long-term suspension or revocation across professional and trade boards.,Excluded,4 (High Impact),"Loss of voting and firearm privileges, significant barriers to private employment and corporate hiring.",Lifetime restriction under State Law and 18 U.S.C. § 922(g)(1).,Potentially a deportable offense depending on specific immigration court reckless-conduct characterization.,Permanently disqualified.,Evaluated negatively by public housing authorities.,General investigative tracking references.,"Extensive restrictions in driving-related roles, security, healthcare, and finance.",T.C.A. § 39-13-215,Verified,2024 Base Code,2026-06,TN_SYS_DESK,TN-3913215-M4,Homicide
Homicide,Manslaughter — Involuntary,Group 1: Core Penal / Severe Violent Crimes,Tennessee Code Annotated (T.C.A.),§ 39-13-212,State Code,Tenn. Code Ann. § 39-13-212; Tenn. Code Ann. Section 39-13-212; Tenn.Code Ann.39-13-212; Tenn Code Ann 39-13-212; T.C.A. § 39-13-212; T.C.A. 39-13-212; TCA § 39-13-212; TCA 39-13-212; tca 39-13-212; State Code 39-13-212; Muni Code 39-13-212; City Ord. 39-13-212; 39-13-212; 3913212; 39-13-0212; 39130212; 039-013-0212; 39 13 212; 39/13/212; 39_13_212,Criminal Conviction,Criminally Negligent Homicide; criminally negligent conduct that results in death. (Third leg of Tennessee's involuntary manslaughter model).,Criminal / Public Safety,Post-Conviction / Custodial Sentencing,Class E Felony,Level 4,Tier 3 (Moderate Severity),"No (Not classified under the strict ""100% violent"" mandatory grids, but categorized under crimes against persons)",No,6 Years (Range I baseline is 1 to 2 years),"$3,000",Standard Felony Release Group,GRID-E,Eligible for standard parole after 30% of time served for Range I.,No,Yes,Yes / Highly Utilized,Yes / Court Discretion,Yes,,Yes,Yes,Conditional,Yes,No (Homicide exclusions apply universally to T.C.A. 39-13-2),N/A (Permanently barred),No,Yes (Governor),No (Federal Bar remains for any felony conviction),Permanent Loss,Yes,Medium-High; suspension risks for professional licenses.,"Protected in early phase, but excluded during direct criminal history reviews.",3 (Moderate Severity),Permanent loss of firearm and voting rights; employment limitations within specialized state fields.,Barred by federal felony restrictions.,Subject to deportation review based on total sentence length.,Permanently disqualified.,Case-by-case review by local housing offices.,,"Disqualified from security, childcare, healthcare facilities, or government transit.",T.C.A. § 39-13-212,Verified,2024 Base Code,2026-06,TN_SYS_DESK,TN-3913212-M5,Homicide
Homicide,Vehicular Homicide,Group 1: Core Penal / Severe Violent Crimes,Tennessee Code Annotated (T.C.A.),§ 39-13-213,State Code,Tenn. Code Ann. § 39-13-213; Tenn. Code Ann. Section 39-13-213; Tenn.Code Ann.39-13-213; Tenn Code Ann 39-13-213; T.C.A. § 39-13-213; T.C.A. 39-13-213; TCA § 39-13-213; TCA 39-13-213; tca 39-13-213; State Code 39-13-213; Muni Code 39-13-213; City Ord. 39-13-213; 39-13-213; 3913213; 39-13-0213; 39130213; 039-013-0213; 39 13 213; 39/13/213; 39_13_213,Criminal Conviction,"Vehicular Homicide; killing of another via motor vehicle operation, drug/alcohol intoxication, or drag racing.",Criminal / Financial / Licensing,Post-Conviction / Custodial Sentencing,Class B Felony (if Intoxicated); Class C Felony (if Reckless/Drag Racing).,Level 7 to 9,Tier 2 (High Severity),Yes,"Yes (Class B variant heavily enhanced by recent ""truth-in-sentencing"" updates requiring high-percentage service)",30 Years (Class B); 15 Years (Class C).,"$25,000 (Class B); $10,000 (Class C)",Intoxication Felony Group,TN-VEH,Requires 30% to 85% time served depending entirely on the intoxication sub-finding.,No,Yes,"Restricted (If Class B Intoxication occurs, incarceration mandates exist)",Restricted,Conditional,48 consecutive hours for a standard first-tier conviction; escalates to 150 days if prior alcohol offenses exist.,Yes (Limited by truth-in-sentencing parameters),Yes,Conditional / Ignition Interlock Mandatory post-release,Conditional,No,N/A (Permanently barred),No,Yes (Governor),No (Federal Bar Remains under 18 U.S.C. § 922(g)(1)),Permanent Loss,Yes,Mandatory revocation of driver's license for 3 to 10 years; permanent commercial driver's license (CDL) ban.,Excluded,4 (High Impact),"Total loss of driving privileges, lifetime commercial transport employment ban, voting and firearm rights stripped.",Lifetime restriction under State Law and 18 U.S.C. § 922(g)(1).,Deportable if characterized as an aggravated felony based on sentencing threshold.,Permanently disqualified.,General evaluation barriers.,,"Complete and permanent bar from logistics, transit, commercial driving, or corporate fleet roles.",T.C.A. § 39-13-213,Verified,2024 Base Code / 2026 Amendments Active,2026-06,TN_SYS_DESK,TN-3913213-M6,Homicide
Homicide,Vehicular Homicide,Group 1: Core Penal / Severe Violent Crimes,Tennessee Code Annotated (T.C.A.),§ 39-13-218,State Code,Tenn. Code Ann. § 39-13-218; Tenn. Code Ann. Section 39-13-218; Tenn.Code Ann.39-13-218; Tenn Code Ann 39-13-218; T.C.A. § 39-13-218; T.C.A. 39-13-218; TCA § 39-13-218; TCA 39-13-218; tca 39-13-218; State Code 39-13-218; Muni Code 39-13-218; City Ord. 39-13-218; 39-13-218; 3913218; 39-13-0218; 39130218; 039-013-0218; 39 13 218; 39/13/218; 39_13_218,Criminal Conviction,"Aggravated Vehicular Homicide; vehicular homicide combined with prior DUI convictions, prior vehicular homicide convictions, or an extreme blood alcohol concentration level.",Criminal / Financial / Severe Public Risk,Post-Conviction / Custodial Sentencing,Class A Felony,Level 11,Tier 1 (Highest Severity),Yes,Yes (Truth-in-Sentencing 85%-100% violent group categorization),60 Years (Range I baseline is 15 to 25 years),"$50,000",Severe Recidivist Intoxication Group,TN-AGVEH,Requires 85% of time served before release evaluation is permitted.,No,Yes,No,No,Conditional (Highly limited),85% of total sentence length,Restricted,Restricted,Pre-Release / Post-Release Lifelong Restrictions,No,No,N/A (Permanently barred),No,Yes (Governor),No (Federal Bar Remains under 18 U.S.C. § 922(g)(1)),Permanent Loss,No,Permanent and absolute revocation of all driving privileges in the State of Tennessee.,Excluded,5 (Extreme Impact),"Absolute driving ban, total lifetime loss of voting/firearm rights, mandatory federal deportation for non-citizens.",Lifetime restriction under State Law and 18 U.S.C. § 922(g)(1).,Aggravated Felony (Mandatory deportation under INA § 237).,Permanently disqualified.,Broad-spectrum exclusions.,DUI Recidivist / General Homicide tracking.,"Defacto ban across transport, governmental, corporate, or fiduciary entities.",T.C.A. § 39-13-218,Verified,2024 Base Code / 2026 Legislative Frame,2026-06,TN_SYS_DESK,TN-3913218-M7,Homicide
Homicide,Capital / First Degree Murder,Group 1: Core Penal Offenses,Tennessee Code Annotated,§ 39-13-202(a)(2),State Code,Tenn. Code Ann. § 39-13-202(a)(2); Tenn. Code Ann. Section 39-13-202(a)(2); Tenn.Code Ann.39-13-202(a)(2); Tenn Code Ann 39-13-202(a)(2); T.C.A. § 39-13-202(a)(2); T.C.A. 39-13-202(a)(2); TCA § 39-13-202(a)(2); TCA 39-13-202(a)(2); tca 39-13-202(a)(2); State Code 39-13-202(a)(2); Muni Code 39-13-202(a)(2); City Ord. 39-13-202(a)(2); 39-13-202(a)(2); 3913202; 3913202a2; 39-13-0202; 39130202; 039-013-0202; 39 13 202; 39/13/202; 39_13_202,Criminal Conviction,"Felony Murder; a killing committed in the perpetration of, or attempt to perpetrate, any first degree murder, act of terrorism, arson, burglary, theft, kidnapping, robbery, extortion, rape, or escape.",Criminal / Public Safety,Post-Sentence Execution,Capital / Unclassified Felony,Level 10,Tier 1,Yes,Yes (T.C.A. § 40-35-501 Truth in Sentencing),"Death, Life Imprisonment Without Possibility of Parole, or Life Imprisonment","$50,000.00",Exclusionary Tier (Flat Sentence Minimum),LIFE / DEATH / 51YEARS,100% flat time served required; a standard Life sentence requires serving a minimum of 51 calendar years before conditional release eligibility.,No,Yes,No,No,Conditional (Only after 51 calendar years if a standard Life sentence is imposed),51 Calendar Years (On a standard Life sentence),No Limits (Credits can be earned for behavior but cannot legally reduce the 51-year structural floor),Yes (Cannot drop sentence below the statutory 51-year floor),No (Except post-release/parole supervision),No,No,N/A (Permanent Bar),No,Yes (Governor),No (Permanent State and Federal Bar),Permanent Loss (Ineligible for restoration under Tennessee law),No (If transferred to adult court and convicted),"Permanent automatic revocation of all professional, commercial, or fiduciary licenses.",Excluded,Scale 5,"Permanent lifetime loss of civil and political rights; absolute statutory disqualification from all public employment, regulated commercial fields, and civic participation.",Lifetime firearm prohibition under federal 18 U.S.C. § 922(g)(1) and Tennessee state law.,Deemed an Aggravated Felony under INA § 237; triggers mandatory deportation and a permanent bar on re-entry.,Permanent lifetime disenfranchisement.,Permanent lifetime exclusion from federal Section 8 housing and public housing assistance.,N/A (Unless a specific rape/kidnapping felony nexus is proven),"Lifetime statutory bar from any employment in healthcare, childcare, education, financial institutions, or government positions.",Tenn. Code Ann. § 39-13-202(a)(2) (2024),Verified,2024 Base Code Edition,2026-06,SYS_TOKEN_TN_HOMICIDE,TN-HOMICIDE-M1-3913202A2,Homicide
Homicide,Manslaughter — Involuntary,Group 1: Core Penal Offenses,Tennessee Code Annotated,§ 39-13-212,State Code,Tenn. Code Ann. § 39-13-212; Tenn. Code Ann. Section 39-13-212; Tenn.Code Ann.39-13-212; Tenn Code Ann 39-13-212; T.C.A. § 39-13-212; T.C.A. 39-13-212; TCA § 39-13-212; TCA 39-13-212; tca 39-13-212; State Code 39-13-212; Muni Code 39-13-212; City Ord. 39-13-212; 39-13-212; 3913212; 39-13-0212; 39130212; 039-013-0212; 39 13 212; 39/13/212; 39_13_212,Criminal Conviction,Criminally Negligent Homicide; criminally negligent conduct that proximately causes the death of an individual.,Criminal / Public Safety,Post-Sentence Execution,Class E Felony,Level 2,Tier 4,No (Unless explicitly designated as a violent felony by the sentencing court based on specific case elements),No,6 Years Imprisonment (If sentenced as a Range III Career Offender; standard Range I maximum is 2 years),"$3,000.00",Standard Sentencing Grid Tier,GRID_CLASS_E,30% time served required for standard Range I offenders; up to 60% for Range III career offenders.,"No (Unless the total active sentence is 1 year or less, which may be served in a local jail)",Yes,Yes (Carries a statutory presumption of eligibility for alternative sentencing),Yes (Court Discretion),Yes,,Yes,Yes,Yes (Conditional/Post-Release Only),Yes (Subject to institutional guidelines and behavioral compliance),No,N/A (Permanent Bar),No (All criminal homicide convictions are strictly excluded under T.C.A. § 40-32-101),Yes (Governor),"No (Tennessee law permanently bars anyone convicted of a felony involving violence or the use of a deadly weapon, and federal bars remain)",Permanent Loss (All criminal homicide convictions result in permanent disenfranchisement under Tennessee law unless a full governor's pardon explicitly restoring rights is granted),No (If transferred to adult court and convicted),"Mandatory review and presumptive revocation or denial of professional, commercial, or fiduciary licenses.",Excluded,Scale 4,"Permanent lifetime firearm ban; long-term employment bars in public safety, healthcare, or childcare sectors; permanent loss of voting rights unless pardoned.",Lifetime firearm prohibition under federal 18 U.S.C. § 922(g)(1) and state laws.,Deportation risk if classified as a Crime Involving Moral Turpitude (CIMT) or if a sentence of 1 year or more is imposed.,Permanent lifetime disenfranchisement.,Eviction risk from public housing; long-term screening bans applied by individual public housing authorities.,,"Severe screening hurdles and statutory hiring bars for eldercare, childcare, education, and law enforcement sectors.",Tenn. Code Ann. § 39-13-212 (2024),Verified,2024 Base Code Edition,2026-06,SYS_TOKEN_TN_HOMICIDE,TN-HOMICIDE-M5-3913212,Homicide
Homicide,Fetal Homicide,Group 1: Core Penal Offenses,Tennessee Code Annotated,§ 39-13-214,State Code,Tenn. Code Ann. § 39-13-214; Tenn. Code Ann. Section 39-13-214; Tenn.Code Ann.39-13-214; Tenn Code Ann 39-13-214; T.C.A. § 39-13-214; T.C.A. 39-13-214; TCA § 39-13-214; TCA 39-13-214; tca 39-13-214; State Code 39-13-214; Muni Code 39-13-214; City Ord. 39-13-214; 39-13-214; 3913214; 39-13-0214; 39130214; 039-013-0214; 39 13 214; 39/13/214; 39_13_214,Criminal Conviction (Applied through a baseline homicide charge),"Inclusions for Homicide; establishes that the terms ""another,"" ""individuals,"" and ""another person"" include a human fetus at any stage of gestation in utero for any criminal homicide prosecution.",Criminal / Public Safety,Post-Sentence Execution,Dependent entirely on the baseline homicide charge applied (Ranges from Class E Felony up to Capital/Unclassified Felony),Dependent on baseline charge (Level 2 through Level 10),Tier 1 to Tier 4 (Variable based on underlying offense),Yes / No (Follows the state definition of the baseline homicide statute charged),Yes / No (Tied to the specific baseline homicide charge),Tied to baseline offense (Up to Death or Life Imprisonment if applied to First-Degree Murder),"Tied to baseline offense (Up to $50,000.00)",Tied to baseline offense,Tied to baseline offense,Tied to baseline offense,No,Yes,Tied to baseline offense (Barred if applied to First or Second-Degree Murder),Tied to baseline offense,Tied to baseline offense,Tied to baseline offense,Tied to baseline offense,Tied to baseline offense,Tied to baseline offense,Tied to baseline offense,No,N/A (Permanent Bar),No (All criminal homicides are strictly barred),Yes (Governor),No (Lifetime state and federal bar matches baseline homicide),Permanent Loss,No (If transferred to adult court),"Mandatory revocation or denial of professional, commercial, or fiduciary licenses matching the baseline homicide severity.",Excluded,Scale 4 to Scale 5 (Dependent on baseline charge),"Total lifetime civil, political, and commercial rights loss matching the specific underlying homicide category triggered by the framework.",Lifetime firearm prohibition under federal 18 U.S.C. § 922(g)(1) and state laws.,High risk of classification as an Aggravated Felony or CIMT; triggers mandatory deportation.,Permanent lifetime disenfranchisement.,Permanent lifetime public housing assistance ban if tied to higher-tier homicide.,,Absolute statutory hiring bars across private and public sectors matching the baseline homicide offense.,Tenn. Code Ann. § 39-13-214 (2024),Verified,2024 Base Code Edition,2026-06,SYS_TOKEN_TN_HOMICIDE,TN-HOMICIDE-DEF-3913214,Homicide
Homicide,Manslaughter — Voluntary,Group 1: Core Penal Offenses,Tennessee Code Annotated,§ 39-13-211,State Code,Tenn. Code Ann. § 39-13-211; Tenn. Code Ann. Section 39-13-211; Tenn.Code Ann.39-13-211; Tenn Code Ann 39-13-211; T.C.A. § 39-13-211; T.C.A. 39-13-211; TCA § 39-13-211; TCA 39-13-211; tca 39-13-211; State Code 39-13-211; Muni Code 39-13-211; City Ord. 39-13-211; 39-13-211; 3913211; 39-13-0211; 39130211; 039-013-0211; 39 13 211; 39/13/211; 39_13_211,Criminal Conviction,Voluntary Manslaughter; the intentional or knowing killing of another in a state of passion produced by adequate provocation sufficient to lead a reasonable person to act in an irrational manner.,Criminal / Public Safety,Post-Sentence Execution,Class C Felony,Level 6,Tier 2,Yes,Yes (T.C.A. § 40-35-501 Truth in Sentencing),15 Years Imprisonment (If sentenced as a Range III Career Offender; standard Range I maximum is 6 years),"$10,000.00",Truth in Sentencing Flat Tier,100PERCENT_CLASS_C,100% flat time served required minus statutory safe credits; traditional discretionary parole release is barred.,No,Yes,"Restricted (Technically eligible under basic sentence length rules, but strongly disfavored and restricted by the court due to the violent nature of the offense)",Restricted (Highly unlikely under judicial practice for violent homicides),No (Subject to 100% serve laws),3 Years (Baseline Range I Minimum),Yes (Limited maximum reduction of 15% for good conduct),Yes (Strictly limited to a maximum 15% sentence reduction floor),Yes (Conditional/Post-Release Only),No,No,N/A (Permanent Bar),No (All criminal homicide convictions are strictly excluded under T.C.A. § 40-32-101),Yes (Governor),No (Permanent State and Federal Bar),Permanent Loss (Ineligible for restoration under Tennessee law unless an explicit governor's pardon is granted),No (If transferred to adult court and convicted),"Permanent automatic revocation or mandatory denial of professional, commercial, or fiduciary licenses.",Excluded,Scale 5,"Permanent lifetime loss of civil and political rights; absolute statutory disqualification from all public employment, healthcare fields, regulated commercial sectors, and civic participation.",Lifetime firearm prohibition under federal 18 U.S.C. § 922(g)(1) and Tennessee state law.,Deemed an Aggravated Felony and a Crime Involving Moral Turpitude (CIMT) under INA § 237; triggers mandatory deportation and a permanent bar on re-entry.,Permanent lifetime disenfranchisement.,Permanent lifetime exclusion from federal Section 8 housing and public housing assistance due to the violent crime conviction.,,"Lifetime statutory bar from any employment in healthcare, childcare, education, financial institutions, or government positions.",Tenn. Code Ann. § 39-13-211 (2024),Verified,2024 Base Code Edition,2026-06,SYS_TOKEN_TN_HOMICIDE,TN-HOMICIDE-M3-3913211,Homicide
Homicide,Reckless Homicide,Group 1: Core Penal Offenses,Tennessee Code Annotated,§ 39-13-215,State Code,Tenn. Code Ann. § 39-13-215; Tenn. Code Ann. Section 39-13-215; Tenn.Code Ann.39-13-215; Tenn Code Ann 39-13-215; T.C.A. § 39-13-215; T.C.A. 39-13-215; TCA § 39-13-215; TCA 39-13-215; tca 39-13-215; State Code 39-13-215; Muni Code 39-13-215; City Ord. 39-13-215; 39-13-215; 3913215; 39-13-0215; 39130215; 039-013-0215; 39 13 215; 39/13/215; 39_13_215,Criminal Conviction,"Reckless Homicide; the reckless killing of another individual, where the offender is aware of but consciously disregards a substantial and unjustifiable risk that death will result.",Criminal / Public Safety,Post-Sentence Execution,Class D Felony,Level 4,Tier 3,No (Unless explicitly designated as a violent felony by the sentencing court based on the use of a deadly weapon or specific case elements),No,12 Years Imprisonment (If sentenced as a Range III Career Offender; standard Range I maximum is 4 years),"$5,000.00",Standard Sentencing Grid Tier,GRID_CLASS_D,30% time served required for standard Range I offenders; up to 60% for Range III career offenders.,"No (Unless the total active sentence is 1 year or less, which may be served in a local jail)",Yes,"Yes (Eligible for alternative sentencing considerations, though heavily scrutinized given the fatal result)",Yes (Court Discretion),Yes,,Yes,Yes,Yes (Conditional/Post-Release Only),Yes (Subject to institutional guidelines and behavioral compliance),No,N/A (Permanent Bar),No (All criminal homicide convictions are strictly excluded under T.C.A. § 40-32-101),Yes (Governor),"No (Tennessee law permanently bars anyone convicted of a felony involving violence or a deadly weapon, and federal bars remain)",Permanent Loss (All criminal homicide convictions result in permanent disenfranchisement under Tennessee law unless a full governor's pardon explicitly restoring rights is granted),No (If transferred to adult court and convicted),"Mandatory review and presumptive revocation or denial of professional, commercial, or fiduciary licenses.",Excluded,Scale 4,"Permanent lifetime firearm ban; long-term employment bars in public safety, healthcare, or childcare sectors; permanent loss of voting rights unless pardoned.",Lifetime firearm prohibition under federal 18 U.S.C. § 922(g)(1) and state laws.,Deportation risk if classified as a Crime Involving Moral Turpitude (CIMT) or if a sentence of 1 year or more is imposed.,Permanent lifetime disenfranchisement.,Eviction risk from public housing; long-term screening bans applied by individual public housing authorities.,,"Severe screening hurdles and statutory hiring bars for eldercare, childcare, education, and law enforcement sectors.",Tenn. Code Ann. § 39-13-215 (2024),Verified,2024 Base Code Edition,2026-06,SYS_TOKEN_TN_HOMICIDE,TN-HOMICIDE-M4-3913215,Homicide
Homicide,Vehicular Homicide,Group 1: Core Penal Offenses,Tennessee Code Annotated,§ 39-13-213,State Code,Tenn. Code Ann. § 39-13-213; Tenn. Code Ann. Section 39-13-213; Tenn.Code Ann.39-13-213; Tenn Code Ann 39-13-213; T.C.A. § 39-13-213; T.C.A. 39-13-213; TCA § 39-13-213; TCA 39-13-213; tca 39-13-213; State Code 39-13-213; Muni Code 39-13-213; City Ord. 39-13-213; 39-13-213; 3913213; 39-13-0213; 39130213; 039-013-0213; 39 13 213; 39/13/213; 39_13_213,Criminal Conviction,"Vehicular Homicide; the reckless killing of another by the operation of an automobile, airplane, motorboat or other motor vehicle, as the proximate result of conduct creating a substantial risk of death or serious bodily injury, drag racing, or driver intoxication (DUI).",Criminal / Public Safety / Driver Licensing,Post-Sentence Execution,Class C Felony (If intoxication-based under subsection a)(2)); Class D Felony (If conduct or drag-racing based under subsection a)(1)),Level 6 (Class C) / Level 4 (Class D),Tier 2 (Intoxication) / Tier 3 (Reckless),Yes (If intoxication-based Class C Felony under T.C.A. § 40-35-501); No (If reckless Class D Felony),"Yes (T.C.A. § 40-35-501 ""Truth in Sentencing"" 100% serve bar applies strictly to the intoxication-based Class C variant)",15 Years Imprisonment (Class C Range III Career Max); 12 Years Imprisonment (Class D Range III Career Max),"$10,000.00 (Class C) / $5,000.00 (Class D)",Truth in Sentencing Flat Tier (Intoxication variant) / Standard Grid Tier (Reckless variant),100PERCENT_CLASS_C / GRID_CLASS_D,100% flat time served required minus a max 15% credit reduction for the intoxication variant; 30% time served required for standard Range I reckless variant.,No,Yes,Restricted (Completely barred by T.C.A. § 40-35-303 for the intoxication-based Class C variant; eligible for court discretion under the Class D reckless variant),Barred (For intoxication variant); Yes (Court Discretion for reckless variant),No (For intoxication variant); Yes (For reckless variant),3 Years (Class C Range I Floor); 2 Years (Class D Range I Floor),Yes (Limited to 15% max reduction under intoxication variant; standard rules for reckless variant),Yes,Yes (Conditional/Post-Release Only),No (For intoxication variant); Yes (For reckless variant),No,N/A (Permanent Bar),No (Explicitly excluded under T.C.A. § 40-32-101),Yes (Governor),No (Permanent State and Federal Bar),Permanent Loss (All criminal homicides cause permanent disenfranchisement under state law unless a governor's pardon restores it),No (If transferred to adult court and convicted),"Permanent revocation of commercial driver's license (CDL); mandatory revoking or denial of professional, commercial, or fiduciary licenses.",Excluded,Scale 5 (Intoxication) / Scale 4 (Reckless),"Permanent lifetime firearm ban; total revocation of driving privileges for 3 to 10 years; mandatory exclusion from transportation, logistics, public safety, or healthcare sectors.",Lifetime firearm prohibition under federal 18 U.S.C. § 922(g)(1) and Tennessee state law.,Deemed an Aggravated Felony (if sentenced to 1+ years) or a Crime Involving Moral Turpitude (CIMT); triggers mandatory deportation.,Permanent lifetime disenfranchisement.,Eviction risk; long-term screening bans applied by individual public housing authorities.,,"Statutory hiring bars for public transport, corporate fleet driving, childcare, education, and healthcare positions.",Tenn. Code Ann. § 39-13-213 (2024),Verified,2024 Base Code Edition,2026-06,SYS_TOKEN_TN_HOMICIDE,TN-HOMICIDE-M6-3913213,Homicide
